Image,Label,Rights
urn:cite:hmt:vaimg.VA103RN-0104,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 103, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA104RN-0105,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 104, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA105RN-0106,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 105, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA106RN-0107,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 106, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA107RN-0108,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 107, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA108RN-0109,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 108, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA109RN-0110,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 109, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA110RN-0111,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 110, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA111RN-0112,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 111, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA112RN-0113,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 112, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA113RN-0114,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 113, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA114RN-0115,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 114, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA115RN-0116,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 115, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA116RN-0117,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 116, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA117RN-0118,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 117, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA118RN-0119,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 118, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA119RN-0120,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 119, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA120RN-0121,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 120, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA121RN-0122,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 121, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA122RN-0123,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 122, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA123RN-0124,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 123, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA124RN-0125,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 124, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA125RN-0126,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 125, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA126RN-0127,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 126, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA127RN-0128,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 127, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA128RN-0129,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 128, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA129RN-0130,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 129, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA130RN-0131,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 130, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA131RN-0132,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 131, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA132RN-0133,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 132, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA133RN-0134,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 133, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA134RN-0135,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 134, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA135RN-0136,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 135, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA136RN-0137,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 136, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA137RN-0138,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 137, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA138RN-0139,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 138, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA139RN-0140,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 139, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA140RN-0141,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 140, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA141RN-0142,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 141, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA142RN-0143,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 142, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA143RN-0144,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 143, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA144RN-0145,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 144, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA145RN-0146,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 145, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA146RN-0147,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 146, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA147RN-0148,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 147, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA148RN-0149,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 148, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
urn:cite:hmt:vaimg.VA149RN-0150,"Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 149, recto.","This image was derived from an original �©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library."
